group_id,time_idx,Year,Temperature_C,Humidity_%,Wind_Speed_m_s,Rainfall_mm,pH,yield
Andhra Pradesh_Ananthapur_cotton,41,2007,28,65,3.0,700,6.0,77.36
Andhra Pradesh_Ananthapur_cotton,42,2008,28,65,3.0,700,6.0,130.43
Andhra Pradesh_Ananthapur_cotton,43,2009,28,65,3.0,700,6.0,101.94
Andhra Pradesh_Ananthapur_cotton,44,2010,28,65,3.0,700,6.0,117.51
Andhra Pradesh_Ananthapur_cotton,45,2011,28,65,3.0,700,6.0,106.22
Andhra Pradesh_Ananthapur_cotton,46,2012,28,65,3.0,700,6.0,218.89
Andhra Pradesh_Ananthapur_cotton,47,2013,28,65,3.0,700,6.0,369.57
Andhra Pradesh_Ananthapur_cotton,48,2014,28,65,3.0,700,6.0,253.28
Andhra Pradesh_Ananthapur_cotton,49,2015,28,65,3.0,700,6.0,299.39
Andhra Pradesh_Ananthapur_cotton,50,2016,28,65,3.0,700,6.0,147.54
Andhra Pradesh_Ananthapur_cotton,51,2017,28,65,3.0,700,6.0,510.22
Andhra Pradesh_Ananthapur_maize,0,1966,22,70,2.5,800,6.0,300.0
Andhra Pradesh_Ananthapur_maize,1,1967,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Ananthapur_maize,2,1968,22,70,2.5,800,6.0,1428.57
Andhra Pradesh_Ananthapur_maize,3,1969,22,70,2.5,800,6.0,1333.33
Andhra Pradesh_Ananthapur_maize,4,1970,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Ananthapur_maize,5,1971,22,70,2.5,800,6.0,1272.73
Andhra Pradesh_Ananthapur_maize,6,1972,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Ananthapur_maize,7,1973,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Ananthapur_maize,8,1974,22,70,2.5,800,6.0,1900.0
Andhra Pradesh_Ananthapur_maize,9,1975,22,70,2.5,800,6.0,1333.33
Andhra Pradesh_Ananthapur_maize,10,1976,22,70,2.5,800,6.0,1333.33
Andhra Pradesh_Ananthapur_maize,11,1977,22,70,2.5,800,6.0,1666.67
Andhra Pradesh_Ananthapur_maize,12,1978,22,70,2.5,800,6.0,1571.43
Andhra Pradesh_Ananthapur_maize,13,1979,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Ananthapur_maize,14,1980,22,70,2.5,800,6.0,950.0
Andhra Pradesh_Ananthapur_maize,15,1981,22,70,2.5,800,6.0,3000.0
Andhra Pradesh_Ananthapur_maize,16,1982,22,70,2.5,800,6.0,3600.0
Andhra Pradesh_Ananthapur_maize,17,1983,22,70,2.5,800,6.0,3400.0
Andhra Pradesh_Ananthapur_maize,18,1984,22,70,2.5,800,6.0,1833.33
Andhra Pradesh_Ananthapur_maize,19,1985,22,70,2.5,800,6.0,1666.67
Andhra Pradesh_Ananthapur_maize,20,1986,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Ananthapur_maize,21,1987,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Ananthapur_maize,22,1988,22,70,2.5,800,6.0,1687.5
Andhra Pradesh_Ananthapur_maize,23,1989,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Ananthapur_maize,24,1990,22,70,2.5,800,6.0,1983.33
Andhra Pradesh_Ananthapur_maize,25,1991,22,70,2.5,800,6.0,1909.09
Andhra Pradesh_Ananthapur_maize,26,1992,22,70,2.5,800,6.0,2452.38
Andhra Pradesh_Ananthapur_maize,27,1993,22,70,2.5,800,6.0,3000.0
Andhra Pradesh_Ananthapur_maize,28,1994,22,70,2.5,800,6.0,3000.0
Andhra Pradesh_Ananthapur_maize,29,1995,22,70,2.5,800,6.0,3500.0
Andhra Pradesh_Ananthapur_maize,30,1996,22,70,2.5,800,6.0,4333.33
Andhra Pradesh_Ananthapur_maize,31,1997,22,70,2.5,800,6.0,1750.0
Andhra Pradesh_Ananthapur_maize,32,1998,22,70,2.5,800,6.0,3000.0
Andhra Pradesh_Ananthapur_maize,33,1999,22,70,2.5,800,6.0,3081.36
Andhra Pradesh_Ananthapur_maize,34,2000,22,70,2.5,800,6.0,2894.06
Andhra Pradesh_Ananthapur_maize,35,2001,22,70,2.5,800,6.0,3221.87
Andhra Pradesh_Ananthapur_maize,36,2002,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Ananthapur_maize,37,2003,22,70,2.5,800,6.0,2347.19
Andhra Pradesh_Ananthapur_maize,38,2004,22,70,2.5,800,6.0,5070.72
Andhra Pradesh_Ananthapur_maize,39,2005,22,70,2.5,800,6.0,4365.36
Andhra Pradesh_Ananthapur_maize,40,2006,22,70,2.5,800,6.0,5477.5
Andhra Pradesh_Ananthapur_maize,41,2007,22,70,2.5,800,6.0,5908.08
Andhra Pradesh_Ananthapur_maize,42,2008,22,70,2.5,800,6.0,5484.54
Andhra Pradesh_Ananthapur_maize,43,2009,22,70,2.5,800,6.0,5765.4
Andhra Pradesh_Ananthapur_maize,44,2010,22,70,2.5,800,6.0,6103.36
Andhra Pradesh_Ananthapur_maize,45,2011,22,70,2.5,800,6.0,3525.9
Andhra Pradesh_Ananthapur_maize,46,2012,22,70,2.5,800,6.0,3902.78
Andhra Pradesh_Ananthapur_maize,47,2013,22,70,2.5,800,6.0,3189.9
Andhra Pradesh_Ananthapur_maize,48,2014,22,70,2.5,800,6.0,3487.1
Andhra Pradesh_Ananthapur_maize,49,2015,22,70,2.5,800,6.0,3120.52
Andhra Pradesh_Ananthapur_maize,50,2016,22,70,2.5,800,6.0,2626.3
Andhra Pradesh_Ananthapur_maize,51,2017,22,70,2.5,800,6.0,3936.22
Andhra Pradesh_Ananthapur_rice,0,1966,25,80,2.0,1200,6.5,1730.16
Andhra Pradesh_Ananthapur_rice,1,1967,25,80,2.0,1200,6.5,1553.19
Andhra Pradesh_Ananthapur_rice,2,1968,25,80,2.0,1200,6.5,1310.78
Andhra Pradesh_Ananthapur_rice,3,1969,25,80,2.0,1200,6.5,1560.75
Andhra Pradesh_Ananthapur_rice,4,1970,25,80,2.0,1200,6.5,1568.44
Andhra Pradesh_Ananthapur_rice,5,1971,25,80,2.0,1200,6.5,1844.96
Andhra Pradesh_Ananthapur_rice,6,1972,25,80,2.0,1200,6.5,1769.41
Andhra Pradesh_Ananthapur_rice,7,1973,25,80,2.0,1200,6.5,1609.54
Andhra Pradesh_Ananthapur_rice,8,1974,25,80,2.0,1200,6.5,1791.67
Andhra Pradesh_Ananthapur_rice,9,1975,25,80,2.0,1200,6.5,1443.35
Andhra Pradesh_Ananthapur_rice,10,1976,25,80,2.0,1200,6.5,1227.91
Andhra Pradesh_Ananthapur_rice,11,1977,25,80,2.0,1200,6.5,1860.53
Andhra Pradesh_Ananthapur_rice,12,1978,25,80,2.0,1200,6.5,1842.11
Andhra Pradesh_Ananthapur_rice,13,1979,25,80,2.0,1200,6.5,1661.54
Andhra Pradesh_Ananthapur_rice,14,1980,25,80,2.0,1200,6.5,1884.62
Andhra Pradesh_Ananthapur_rice,15,1981,25,80,2.0,1200,6.5,1887.5
Andhra Pradesh_Ananthapur_rice,16,1982,25,80,2.0,1200,6.5,1957.26
Andhra Pradesh_Ananthapur_rice,17,1983,25,80,2.0,1200,6.5,1915.03
Andhra Pradesh_Ananthapur_rice,18,1984,25,80,2.0,1200,6.5,1786.36
Andhra Pradesh_Ananthapur_rice,19,1985,25,80,2.0,1200,6.5,2184.13
Andhra Pradesh_Ananthapur_rice,20,1986,25,80,2.0,1200,6.5,1780.49
Andhra Pradesh_Ananthapur_rice,21,1987,25,80,2.0,1200,6.5,2046.51
Andhra Pradesh_Ananthapur_rice,22,1988,25,80,2.0,1200,6.5,2205.75
Andhra Pradesh_Ananthapur_rice,23,1989,25,80,2.0,1200,6.5,2247.18
Andhra Pradesh_Ananthapur_rice,24,1990,25,80,2.0,1200,6.5,2261.52
Andhra Pradesh_Ananthapur_rice,25,1991,25,80,2.0,1200,6.5,2529.96
Andhra Pradesh_Ananthapur_rice,26,1992,25,80,2.0,1200,6.5,1962.95
Andhra Pradesh_Ananthapur_rice,27,1993,25,80,2.0,1200,6.5,2183.67
Andhra Pradesh_Ananthapur_rice,28,1994,25,80,2.0,1200,6.5,2000.0
Andhra Pradesh_Ananthapur_rice,29,1995,25,80,2.0,1200,6.5,2170.73
Andhra Pradesh_Ananthapur_rice,30,1996,25,80,2.0,1200,6.5,2470.59
Andhra Pradesh_Ananthapur_rice,31,1997,25,80,2.0,1200,6.5,2074.07
Andhra Pradesh_Ananthapur_rice,32,1998,25,80,2.0,1200,6.5,2476.92
Andhra Pradesh_Ananthapur_rice,33,1999,25,80,2.0,1200,6.5,2587.98
Andhra Pradesh_Ananthapur_rice,34,2000,25,80,2.0,1200,6.5,2821.29
Andhra Pradesh_Ananthapur_rice,35,2001,25,80,2.0,1200,6.5,2880.56
Andhra Pradesh_Ananthapur_rice,36,2002,25,80,2.0,1200,6.5,2150.0
Andhra Pradesh_Ananthapur_rice,37,2003,25,80,2.0,1200,6.5,2482.36
Andhra Pradesh_Ananthapur_rice,38,2004,25,80,2.0,1200,6.5,3176.59
Andhra Pradesh_Ananthapur_rice,39,2005,25,80,2.0,1200,6.5,2607.68
Andhra Pradesh_Ananthapur_rice,40,2006,25,80,2.0,1200,6.5,2993.98
Andhra Pradesh_Ananthapur_rice,41,2007,25,80,2.0,1200,6.5,2978.65
Andhra Pradesh_Ananthapur_rice,42,2008,25,80,2.0,1200,6.5,2964.49
Andhra Pradesh_Ananthapur_rice,43,2009,25,80,2.0,1200,6.5,2873.38
Andhra Pradesh_Ananthapur_rice,44,2010,25,80,2.0,1200,6.5,2866.22
Andhra Pradesh_Ananthapur_rice,45,2011,25,80,2.0,1200,6.5,2467.02
Andhra Pradesh_Ananthapur_rice,46,2012,25,80,2.0,1200,6.5,2631.67
Andhra Pradesh_Ananthapur_rice,47,2013,25,80,2.0,1200,6.5,2176.73
Andhra Pradesh_Ananthapur_rice,48,2014,25,80,2.0,1200,6.5,2825.4
Andhra Pradesh_Ananthapur_rice,49,2015,25,80,2.0,1200,6.5,2904.52
Andhra Pradesh_Ananthapur_rice,50,2016,25,80,2.0,1200,6.5,2509.33
Andhra Pradesh_Ananthapur_rice,51,2017,25,80,2.0,1200,6.5,2793.52
Andhra Pradesh_Chittoor_maize,0,1966,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,1,1967,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,3,1969,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,4,1970,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,5,1971,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,6,1972,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,7,1973,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,8,1974,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,9,1975,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,10,1976,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,11,1977,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,12,1978,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,13,1979,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,14,1980,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,15,1981,22,70,2.5,800,6.0,2500.0
Andhra Pradesh_Chittoor_maize,16,1982,22,70,2.5,800,6.0,2666.67
Andhra Pradesh_Chittoor_maize,17,1983,22,70,2.5,800,6.0,8000.0
Andhra Pradesh_Chittoor_maize,18,1984,22,70,2.5,800,6.0,1500.0
Andhra Pradesh_Chittoor_maize,19,1985,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,20,1986,22,70,2.5,800,6.0,3333.33
Andhra Pradesh_Chittoor_maize,21,1987,22,70,2.5,800,6.0,1000.0
Andhra Pradesh_Chittoor_maize,22,1988,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,23,1989,22,70,2.5,800,6.0,3100.0
Andhra Pradesh_Chittoor_maize,24,1990,22,70,2.5,800,6.0,1900.0
Andhra Pradesh_Chittoor_maize,25,1991,22,70,2.5,800,6.0,1937.5
Andhra Pradesh_Chittoor_maize,26,1992,22,70,2.5,800,6.0,2516.13
Andhra Pradesh_Chittoor_maize,33,1999,22,70,2.5,800,6.0,3360.0
Andhra Pradesh_Chittoor_maize,34,2000,22,70,2.5,800,6.0,3000.0
Andhra Pradesh_Chittoor_maize,35,2001,22,70,2.5,800,6.0,3447.37
Andhra Pradesh_Chittoor_maize,36,2002,22,70,2.5,800,6.0,2000.0
Andhra Pradesh_Chittoor_maize,37,2003,22,70,2.5,800,6.0,3070.8
Andhra Pradesh_Chittoor_maize,38,2004,22,70,2.5,800,6.0,4674.42
Andhra Pradesh_Chittoor_maize,39,2005,22,70,2.5,800,6.0,6246.75
Andhra Pradesh_Chittoor_maize,40,2006,22,70,2.5,800,6.0,6282.05
Andhra Pradesh_Chittoor_maize,41,2007,22,70,2.5,800,6.0,6622.64
Andhra Pradesh_Chittoor_maize,42,2008,22,70,2.5,800,6.0,6883.33
Andhra Pradesh_Chittoor_maize,43,2009,22,70,2.5,800,6.0,4835.05
Andhra Pradesh_Chittoor_maize,44,2010,22,70,2.5,800,6.0,6543.05
Andhra Pradesh_Chittoor_maize,45,2011,22,70,2.5,800,6.0,5464.09
Andhra Pradesh_Chittoor_maize,46,2012,22,70,2.5,800,6.0,5061.35
Andhra Pradesh_Chittoor_maize,47,2013,22,70,2.5,800,6.0,5420.56
Andhra Pradesh_Chittoor_maize,48,2014,22,70,2.5,800,6.0,4144.02
Andhra Pradesh_Chittoor_maize,49,2015,22,70,2.5,800,6.0,3604.43
Andhra Pradesh_Chittoor_maize,50,2016,22,70,2.5,800,6.0,4194.49
Andhra Pradesh_Chittoor_maize,51,2017,22,70,2.5,800,6.0,5536.74
Andhra Pradesh_Chittoor_rice,0,1966,25,80,2.0,1200,6.5,1647.44
Andhra Pradesh_Chittoor_rice,1,1967,25,80,2.0,1200,6.5,1467.63
Andhra Pradesh_Chittoor_rice,2,1968,25,80,2.0,1200,6.5,1247.62
Andhra Pradesh_Chittoor_rice,3,1969,25,80,2.0,1200,6.5,1713.43
Andhra Pradesh_Chittoor_rice,4,1970,25,80,2.0,1200,6.5,1568.74
Andhra Pradesh_Chittoor_rice,5,1971,25,80,2.0,1200,6.5,1841.73
Andhra Pradesh_Chittoor_rice,6,1972,25,80,2.0,1200,6.5,2123.86
Andhra Pradesh_Chittoor_rice,7,1973,25,80,2.0,1200,6.5,1818.39
Andhra Pradesh_Chittoor_rice,8,1974,25,80,2.0,1200,6.5,1672.02
Andhra Pradesh_Chittoor_rice,9,1975,25,80,2.0,1200,6.5,1868.44
Andhra Pradesh_Chittoor_rice,10,1976,25,80,2.0,1200,6.5,1762.73
Andhra Pradesh_Chittoor_rice,11,1977,25,80,2.0,1200,6.5,1978.02
Andhra Pradesh_Chittoor_rice,12,1978,25,80,2.0,1200,6.5,1948.44
Andhra Pradesh_Chittoor_rice,13,1979,25,80,2.0,1200,6.5,2000.0
Andhra Pradesh_Chittoor_rice,14,1980,25,80,2.0,1200,6.5,1740.58
Andhra Pradesh_Chittoor_rice,15,1981,25,80,2.0,1200,6.5,2056.0
Andhra Pradesh_Chittoor_rice,16,1982,25,80,2.0,1200,6.5,1729.79
Andhra Pradesh_Chittoor_rice,17,1983,25,80,2.0,1200,6.5,2236.12
Andhra Pradesh_Chittoor_rice,18,1984,25,80,2.0,1200,6.5,2053.05
Andhra Pradesh_Chittoor_rice,19,1985,25,80,2.0,1200,6.5,2201.7
Andhra Pradesh_Chittoor_rice,20,1986,25,80,2.0,1200,6.5,1661.02
Andhra Pradesh_Chittoor_rice,21,1987,25,80,2.0,1200,6.5,2424.24
Andhra Pradesh_Chittoor_rice,22,1988,25,80,2.0,1200,6.5,2251.55
Andhra Pradesh_Chittoor_rice,23,1989,25,80,2.0,1200,6.5,2262.88
Andhra Pradesh_Chittoor_rice,24,1990,25,80,2.0,1200,6.5,2554.69
Andhra Pradesh_Chittoor_rice,25,1991,25,80,2.0,1200,6.5,2306.59
Andhra Pradesh_Chittoor_rice,26,1992,25,80,2.0,1200,6.5,1738.7
Andhra Pradesh_Chittoor_rice,27,1993,25,80,2.0,1200,6.5,2386.79
Andhra Pradesh_Chittoor_rice,28,1994,25,80,2.0,1200,6.5,2256.1
Andhra Pradesh_Chittoor_rice,29,1995,25,80,2.0,1200,6.5,2192.77
Andhra Pradesh_Chittoor_rice,30,1996,25,80,2.0,1200,6.5,2428.57
Andhra Pradesh_Chittoor_rice,31,1997,25,80,2.0,1200,6.5,2242.42
Andhra Pradesh_Chittoor_rice,32,1998,25,80,2.0,1200,6.5,2548.08
Andhra Pradesh_Chittoor_rice,33,1999,25,80,2.0,1200,6.5,2029.59
Andhra Pradesh_Chittoor_rice,34,2000,25,80,2.0,1200,6.5,2478.33
Andhra Pradesh_Chittoor_rice,35,2001,25,80,2.0,1200,6.5,2613.44
Andhra Pradesh_Chittoor_rice,36,2002,25,80,2.0,1200,6.5,2540.0
Andhra Pradesh_Chittoor_rice,37,2003,25,80,2.0,1200,6.5,1862.82
Andhra Pradesh_Chittoor_rice,38,2004,25,80,2.0,1200,6.5,2506.91
Andhra Pradesh_Chittoor_rice,39,2005,25,80,2.0,1200,6.5,2794.41
Andhra Pradesh_Chittoor_rice,40,2006,25,80,2.0,1200,6.5,2761.74
Andhra Pradesh_Chittoor_rice,41,2007,25,80,2.0,1200,6.5,3002.1
Andhra Pradesh_Chittoor_rice,42,2008,25,80,2.0,1200,6.5,2969.74
Andhra Pradesh_Chittoor_rice,43,2009,25,80,2.0,1200,6.5,3098.34
Andhra Pradesh_Chittoor_rice,44,2010,25,80,2.0,1200,6.5,3006.5
Andhra Pradesh_Chittoor_rice,45,2011,25,80,2.0,1200,6.5,3305.22
Andhra Pradesh_Chittoor_rice,46,2012,25,80,2.0,1200,6.5,3607.87
Andhra Pradesh_Chittoor_rice,47,2013,25,80,2.0,1200,6.5,3389.89
Andhra Pradesh_Chittoor_rice,48,2014,25,80,2.0,1200,6.5,3232.12
Andhra Pradesh_Chittoor_rice,49,2015,25,80,2.0,1200,6.5,3795.24
Andhra Pradesh_Chittoor_rice,50,2016,25,80,2.0,1200,6.5,3644.56
Andhra Pradesh_Chittoor_rice,51,2017,25,80,2.0,1200,6.5,3797.99
Andhra Pradesh_East Godavari_chickpea,0,1966,20,60,1.5,600,6.5,300.0
Andhra Pradesh_East Godavari_chickpea,1,1967,20,60,1.5,600,6.5,333.33
Andhra Pradesh_East Godavari_chickpea,2,1968,20,60,1.5,600,6.5,344.83
Andhra Pradesh_East Godavari_chickpea,3,1969,20,60,1.5,600,6.5,300.0
Andhra Pradesh_East Godavari_chickpea,4,1970,20,60,1.5,600,6.5,200.0
Andhra Pradesh_East Godavari_chickpea,5,1971,20,60,1.5,600,6.5,166.67
Andhra Pradesh_East Godavari_chickpea,6,1972,20,60,1.5,600,6.5,125.0
Andhra Pradesh_East Godavari_chickpea,7,1973,20,60,1.5,600,6.5,500.0
Andhra Pradesh_East Godavari_chickpea,8,1974,20,60,1.5,600,6.5,333.33
